unit,airpol,airemsect,geo\time	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 
MIO_T,GHG,CRF_1A3B,SE	17.10849 	17.61556 	18.55157 	18.97603 	18.80656 	19.17634 	19.68134 	19.36145 	19.42642 	19.23852 	18.92328 	18.74512 	18.28362 	18.11239 	18.2554 	17.97081 	17.92067 	17.92303 	18.12275 	18.09588 	17.62079 	18.40927 	17.61286 	17.70515 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A3B,SI	5.42209 	5.7273 	5.65313 	5.2165 	5.27796 	6.10755 	5.18426 	4.6033 	4.38338 	4.10989 	3.96025 	3.81859 	3.93584 	3.81192 	3.66376 	3.85504 	4.48002 	4.4115 	3.77247 	3.39979 	3.05033 	2.59966 	2.49825 	2.65939 	2.45264 	2.42301 	2.24131 	1.95054 	: 
MIO_T,GHG,CRF_1A3B,SK	6.25181 	6.47504 	6.28426 	6.53508 	6.06897 	6.5845 	6.38067 	5.71789 	6.13395 	5.17238 	4.91138 	4.7705 	4.63143 	4.06818 	4.5555 	4.65534 	4.35522 	4.17184 	4.11455 	3.88032 	3.62176 	3.61242 	3.89352 	4.58853 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A3B,UK	107.44994 	108.27338 	108.47638 	109.93657 	111.27324 	115.43225 	120.63094 	119.49012 	119.51893 	118.82273 	117.78603 	118.17021 	115.82274 	115.99536 	116.84379 	115.99672 	116.82475 	115.46508 	111.39233 	112.38509 	111.76006 	110.45944 	108.9955 	109.75699 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,AT	9.23816 	9.57642 	10.10662 	11.45842 	11.01506 	11.99219 	11.32048 	13.14996 	13.69788 	14.23818 	14.74394 	14.01594 	14.79055 	13.64156 	14.84376 	14.29139 	14.3557 	15.95764 	14.76721 	13.60476 	14.94257 	15.12763 	15.62304 	14.47078 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,BE	27.04539 	24.7658 	23.74133 	28.94178 	27.1387 	28.33419 	26.45562 	28.70487 	30.01924 	30.75855 	31.66292 	30.97159 	32.09531 	29.78415 	31.28301 	32.32072 	32.01324 	36.35427 	31.05521 	30.43286 	30.85109 	30.70406 	30.86776 	27.97 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,BG	2.08161 	2.35966 	2.39029 	2.11252 	1.9316 	2.18734 	2.4638 	2.77764 	2.51247 	2.51327 	2.98333 	2.80643 	2.34455 	2.56709 	3.00528 	3.5762 	3.34049 	4.85309 	4.29197 	5.70725 	6.2057 	5.6804 	5.92421 	8.10808 	6.66987 	6.90505 	: 	: 	: 
MIO_T,GHG,CRF_1A4,CY	0.50862 	0.59395 	0.61927 	0.56863 	0.62369 	0.59788 	0.6422 	0.67052 	0.60969 	0.70127 	0.77642 	0.75009 	0.74553 	0.74587 	0.70633 	0.69907 	0.67313 	0.65803 	0.62864 	0.59822 	0.58392 	0.59116 	0.50093 	0.44195 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,CZ	12.99103 	12.42876 	12.35052 	13.53339 	12.34464 	12.59428 	12.14931 	14.32929 	13.65206 	15.91742 	16.3744 	15.02635 	16.15173 	15.95795 	15.63365 	16.18121 	17.62871 	18.31038 	20.61181 	22.23417 	23.38317 	20.40644 	29.08795 	31.18734 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,DE	150.98989 	135.74374 	133.22013 	153.64845 	143.77577 	156.5646 	130.48169 	167.07189 	158.43277 	160.95492 	171.40883 	179.07271 	192.3217 	171.24486 	177.98142 	194.05045 	202.59983 	216.80589 	191.7067 	188.69909 	199.19406 	190.66634 	207.66789 	207.20505 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,DK	5.23592 	5.3743 	5.69068 	6.53622 	6.35633 	6.48325 	6.54769 	7.16576 	7.51097 	7.52394 	7.82284 	7.73731 	8.03599 	7.79797 	8.26192 	8.42502 	8.67515 	9.49256 	8.89173 	8.68421 	9.35097 	8.59613 	9.44833 	9.1962 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,EE	0.67198 	0.66083 	0.65906 	0.66789 	0.63478 	0.65348 	0.63214 	0.57955 	0.63396 	0.69698 	0.6753 	0.68201 	0.60106 	0.52356 	0.52054 	0.58159 	0.66453 	0.75419 	0.66499 	0.59548 	0.89287 	1.09521 	1.91037 	2.03829 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,EL	5.08669 	9.45073 	11.15396 	9.89942 	11.02956 	12.86461 	13.15108 	14.56336 	14.64522 	14.00317 	14.83607 	12.89563 	12.35711 	11.51236 	10.88178 	11.03948 	10.69242 	10.43272 	8.50593 	8.45043 	8.40947 	8.56898 	8.93103 	8.51203 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,ES	41.50676 	42.11853 	43.5057 	45.59181 	41.77575 	41.59129 	41.65709 	43.9989 	41.87926 	41.14224 	38.69923 	36.86635 	35.84086 	34.98797 	33.28303 	31.51975 	30.74867 	30.60753 	29.51097 	29.82348 	28.76183 	29.57383 	28.8881 	26.30436 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,EU15	591.5101 	572.38451 	558.29098 	641.40828 	603.62696 	627.51346 	577.46643 	642.44727 	653.8128 	660.3667 	664.37499 	654.46823 	689.97402 	642.70427 	658.20068 	671.80702 	671.25877 	718.60587 	654.31325 	643.51727 	677.93811 	666.84851 	701.84977 	656.99152 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,EU28	703.89933 	686.96087 	672.56213 	768.79277 	719.63926 	742.22565 	689.2159 	767.81891 	775.88256 	780.63716 	784.23425 	769.38125 	803.45949 	751.89051 	776.43754 	790.15337 	805.8499 	857.54591 	790.89618 	783.70568 	831.92626 	814.95235 	869.18219 	818.67336 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,FI	4.37888 	4.68564 	4.40073 	5.08899 	4.76868 	4.79438 	5.25824 	5.40888 	5.52103 	5.85084 	5.94657 	6.04809 	6.08634 	5.84945 	6.19837 	6.28539 	6.20595 	6.21405 	6.11657 	6.60018 	7.11213 	7.51505 	7.39947 	7.57358 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,FR	99.29601 	95.43789 	91.70659 	105.23386 	104.01568 	105.25683 	99.2259 	105.8447 	112.98835 	113.94044 	110.66012 	107.61609 	117.10955 	104.1132 	107.40665 	108.4275 	104.53236 	111.41191 	103.95388 	101.24727 	106.64967 	109.53239 	115.15342 	100.37253 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,HR	2.93465 	3.10501 	3.43826 	3.63974 	3.57213 	3.55244 	3.43538 	3.7858 	4.02662 	3.99803 	4.08992 	3.83195 	3.7425 	3.5535 	3.69974 	3.29452 	3.44314 	3.39291 	2.96809 	2.7446 	2.65099 	2.67047 	3.20037 	3.85966 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,HU	11.82794 	11.94661 	13.77594 	14.41984 	13.45957 	13.67118 	13.49079 	16.38288 	17.95006 	17.43192 	17.54095 	16.15328 	16.20581 	15.44879 	15.85122 	15.13682 	17.03527 	18.133 	16.93751 	17.68761 	18.76391 	17.70344 	22.70602 	22.12868 	23.35316 	25.13446 	24.94234 	24.04732 	25.76687 
MIO_T,GHG,CRF_1A4,IE	9.02516 	9.11264 	9.50346 	10.94817 	10.66011 	11.16484 	10.29083 	10.49398 	10.79875 	10.26358 	10.31419 	10.04506 	10.18924 	9.84921 	9.69477 	9.89374 	9.43485 	9.72731 	9.7199 	9.89263 	9.76802 	9.80378 	10.69337 	10.58587 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,IS	0.58784 	0.60148 	0.62004 	0.66903 	0.7715 	0.74387 	0.80354 	0.78484 	0.88929 	0.88567 	0.87647 	0.93302 	0.88334 	0.97226 	1.02044 	1.0164 	1.03565 	1.03291 	0.97139 	0.9285 	0.94806 	0.9057 	0.85265 	0.83973 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,IT	86.37392 	85.58314 	85.97353 	94.37912 	90.85882 	88.74107 	84.48983 	89.42431 	95.31933 	90.59226 	88.82902 	81.86708 	84.51603 	81.58464 	85.94806 	81.04353 	77.9942 	80.53967 	78.70244 	71.75036 	81.08459 	81.36898 	84.88865 	78.97435 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,LT	1.35813 	1.38587 	1.4636 	1.44956 	1.29636 	1.30947 	1.36692 	1.40776 	1.26529 	1.19712 	1.17856 	1.12677 	1.06458 	1.08819 	1.27785 	1.37317 	1.60445 	1.84108 	1.9617 	2.3517 	2.51993 	2.92728 	6.59315 	5.83555 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,LU	1.70791 	1.66264 	1.53083 	1.76694 	1.68236 	1.69823 	1.64308 	1.72207 	1.74379 	1.81132 	1.75418 	1.70629 	1.76911 	1.7243 	1.52549 	1.58982 	1.51865 	1.5628 	1.41035 	1.39826 	1.45616 	1.4736 	1.59907 	1.33104 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,LV	1.51863 	1.57962 	1.63601 	1.73765 	1.63069 	1.61151 	1.71628 	1.69968 	1.64866 	1.6746 	1.61437 	1.51252 	1.54571 	1.35542 	1.46081 	1.48347 	1.69746 	1.95865 	1.92775 	2.69453 	3.70206 	4.33751 	6.01449 	5.85915 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,MT	0.13463 	0.14101 	0.10679 	0.12562 	0.13087 	0.11801 	0.11024 	0.10108 	0.10974 	0.10745 	0.0915 	0.09113 	0.08917 	0.10582 	0.10294 	0.09795 	0.09975 	0.10824 	0.10831 	0.10187 	0.10372 	0.1033 	0.10421 	0.0966 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,NL	40.32985 	38.84678 	37.04567 	45.23934 	39.19923 	38.97845 	35.0177 	37.48486 	37.01211 	39.46718 	39.71983 	38.68553 	39.85262 	37.60334 	36.94039 	39.27234 	40.19391 	47.1314 	41.40452 	39.11865 	41.6166 	38.89346 	41.99514 	37.41904 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,PL	60.47604 	62.59042 	60.85028 	70.28749 	61.01197 	59.84743 	57.22542 	62.22016 	59.60196 	56.61961 	55.65663 	55.1666 	52.08476 	48.98799 	56.60831 	55.14896 	66.1382 	69.5563 	68.18662 	68.52409 	75.5251 	70.38893 	67.51543 	57.21996 	96.62345 	109.18627 	: 	: 	: 
MIO_T,GHG,CRF_1A4,PT	4.49814 	4.5598 	4.74035 	5.30427 	5.35578 	5.55668 	5.9515 	6.1089 	7.29249 	7.44183 	7.12719 	7.02423 	6.80408 	6.46 	6.21929 	5.8099 	5.68698 	5.74143 	5.35157 	5.49687 	5.24806 	5.09087 	4.93179 	4.71891 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,RO	10.54631 	10.93148 	10.37219 	10.37275 	11.39008 	10.18416 	11.08703 	12.93974 	11.24584 	10.91211 	10.11629 	8.54057 	8.45416 	9.15556 	8.92161 	10.44514 	10.90116 	8.41714 	8.30307 	7.22637 	8.82214 	10.29616 	11.13283 	11.42674 	14.67402 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,SE	3.08482 	3.22431 	3.45234 	3.88664 	3.74182 	3.94735 	4.38944 	4.75643 	5.38992 	6.40001 	6.66411 	6.90196 	7.36757 	8.18249 	8.32132 	8.80259 	8.85727 	9.59655 	9.51197 	9.96064 	9.90575 	9.93134 	10.53552 	10.79243 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,SI	1.54369 	1.63219 	1.87243 	2.12892 	2.09865 	2.20686 	1.84385 	2.29395 	2.51803 	2.77319 	2.84048 	2.92176 	3.06781 	2.98336 	3.30988 	3.09374 	3.06212 	2.98782 	2.35703 	2.20291 	2.28638 	1.79612 	2.0341 	1.71759 	1.93877 	1.88852 	2.28475 	2.25805 	: 
MIO_T,GHG,CRF_1A4,SK	5.79597 	5.22095 	4.73651 	6.34049 	5.88727 	6.17815 	5.58611 	6.18358 	6.29538 	5.72749 	5.9211 	6.30356 	7.38811 	6.71314 	7.13869 	7.23451 	8.30272 	7.96921 	7.63543 	7.51962 	8.54825 	10.10743 	10.60836 	11.76224 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A4,UK	103.71262 	102.24218 	92.51906 	113.48484 	102.2533 	109.54549 	101.58626 	106.54841 	111.5617 	115.97825 	114.18594 	113.01437 	120.83795 	118.36875 	119.41142 	119.0354 	117.7496 	127.03013 	113.7043 	118.35758 	123.58713 	120.00208 	123.2272 	111.56537 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,AT	0.04896 	0.04838 	0.04782 	0.04726 	0.04669 	0.04617 	0.04562 	0.04506 	0.04458 	0.04404 	0.04349 	0.04293 	0.04237 	0.0418 	0.04252 	0.04337 	0.03798 	0.03985 	0.03339 	0.04256 	0.04038 	0.03453 	0.03799 	0.03587 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,BE	0.0819 	0.03594 	0.04618 	0.05209 	0.06046 	0.06121 	0.07295 	0.09683 	0.09799 	0.09839 	0.09852 	0.10047 	0.10152 	0.09921 	0.09952 	0.09939 	0.10254 	0.09411 	0.11018 	0.16775 	0.16726 	0.16867 	0.1689 	0.16855 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.00326 	0 	0.0126 	0.01624 	0.012 	0.04937 	0.0219 	0.03773 	0.08196 	0.06444 	0.0528 	0.08395 	0.06387 	0.04912 	0.02979 	5.24977 	5.11539 	: 	: 	: 
MIO_T,GHG,CRF_1A5,CY	0.02118 	0.02118 	0.02438 	0.02118 	0.02118 	0.04682 	0.02438 	0.01802 	0.02299 	0.02464 	0.02698 	0.02603 	0.02684 	0.02661 	0.02555 	0.02508 	0.02403 	0.02303 	0.02213 	0.02068 	0.02033 	0.02014 	0.01698 	0.01573 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,CZ	0.30943 	0.31589 	0.38735 	0.32914 	0.36446 	0.37655 	0.34658 	0.25924 	0.27347 	0.27325 	0.24467 	0.24157 	0.16132 	0.17995 	0.16674 	0.17255 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,DE	1.04424 	1.00709 	1.22049 	1.31637 	1.36207 	1.33704 	1.31864 	1.58429 	1.74102 	1.69976 	1.98244 	1.9635 	1.92788 	2.35094 	2.62219 	3.07 	3.06087 	3.1689 	4.0457 	4.85423 	5.27111 	6.58294 	8.6672 	12.13264 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,DK	0.24197 	0.21709 	0.29555 	0.20917 	0.26327 	0.21113 	0.27993 	0.23199 	0.37879 	0.34764 	0.19506 	0.18754 	0.19138 	0.20101 	0.26931 	0.28685 	0.24921 	0.25031 	0.32288 	0.31924 	0.30036 	0.19933 	0.34313 	0.17046 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,EE	0.03281 	0.02187 	0.02013 	0.04154 	0.02959 	0.01095 	0.03109 	0.03211 	0.03535 	0.02819 	0.01932 	0.01494 	0.01883 	0.01718 	0.0175 	0.01751 	0.01394 	0.01656 	0.0293 	0.01115 	0.01098 	0.03473 	0.0542 	0.04423 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,EU15	5.82959 	5.81076 	6.62935 	7.07267 	7.48772 	7.53838 	8.37807 	8.54791 	8.48955 	8.45111 	8.3938 	7.94496 	7.76326 	8.78221 	9.71507 	10.2959 	10.87864 	11.19282 	12.5531 	13.46271 	13.92224 	15.25854 	17.52985 	21.57585 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,EU28	6.71853 	6.83977 	7.71615 	7.86074 	8.30594 	8.91147 	9.89708 	9.56315 	9.82599 	10.24994 	9.23402 	8.66641 	8.55809 	9.40863 	10.25782 	11.43475 	12.02033 	11.84017 	13.47361 	14.20157 	14.62368 	16.68973 	19.36702 	23.35348 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,FI	1.03222 	1.15937 	1.15266 	1.29982 	1.21918 	1.27875 	1.28357 	1.40749 	1.40857 	1.32435 	1.46081 	1.41898 	1.43865 	1.32483 	1.25612 	1.39527 	1.28661 	1.34326 	1.29849 	1.20451 	0.95388 	1.05083 	1.01278 	1.13898 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_T,GHG,CRF_1A5,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,IS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,IT	0.62567 	0.36264 	0.54518 	0.69203 	0.94084 	0.81981 	0.99145 	1.08449 	1.32262 	1.20763 	0.7234 	0.33614 	0.37954 	0.88038 	1.20324 	1.13083 	1.33597 	1.28361 	1.56454 	1.59015 	1.57994 	1.39655 	1.30538 	1.14177 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,LT	0.01741 	0.00903 	0.01289 	0.01603 	0.01136 	0.01238 	0.01595 	0.01217 	0.01253 	0.0094 	0.0035 	0.00109 	0.00073 	0.0035 	0.00182 	0.00153 	0.00124 	0.00109 	0.00087 	0.00073 	0.00058 	0.00051 	0.00044 	0.00036 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.00314 	0.0134 	0.0241 	0.01208 	0.04747 	0.03675 	0.02463 	0.02013 	0.01151 	0.024 	0.02576 	0.02927 	0.02927 	0.02926 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,LV	0.00651 	0.0074 	0.00729 	0.00795 	0.00539 	0.00344 	0.00287 	0.00759 	0.0077 	0.00973 	0.00622 	0.00695 	0.00017 	0.00014 	0.00015 	0.00019 	0.0001 	0.00019 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,NL	0.23762 	0.22194 	0.28324 	0.27518 	0.25933 	0.26345 	0.27796 	0.2841 	0.33037 	0.32401 	0.33648 	0.40454 	0.33742 	0.43204 	0.49824 	0.42392 	0.41994 	0.39015 	0.44633 	0.39018 	0.43094 	0.44311 	0.42981 	0.45479 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
MIO_T,GHG,CRF_1A5,PT	0.05866 	0.04873 	0.07756 	0.08625 	0.08602 	0.08566 	0.07325 	0.07599 	0.07318 	0.04068 	0.05346 	0.06707 	0.09555 	0.09555 	0.08045 	0.1052 	0.10091 	0.10504 	0.082 	0.0853 	0.07918 	0.08643 	0.11368 	0.10472 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,RO	0.44381 	0.5834 	0.56329 	0.31371 	0.31456 	0.86282 	1.00643 	0.56783 	0.90257 	1.35856 	0.43459 	0.32658 	0.43731 	0.25167 	0.12275 	0.71153 	0.86784 	0.30461 	0.58201 	0.45438 	0.32584 	1.00607 	1.35244 	1.24092 	2.48112 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,SE	0.15106 	0.16609 	0.1863 	0.17615 	0.24424 	0.15433 	0.25182 	0.24519 	0.2265 	0.28281 	0.30442 	0.3242 	0.27496 	0.40034 	0.41628 	0.47955 	0.59488 	0.65611 	0.71466 	0.78694 	0.89281 	1.1413 	1.08867 	0.86302 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,SI	0.00302 	0.00338 	0.00337 	0.00289 	0.00334 	0.00356 	0.00349 	0.00333 	0.00333 	0.00342 	0.00327 	0.00327 	0.00327 	0.00308 	0.00289 	0.0027 	0.00138 	0.00138 	0.00138 	0.00138 	0.00138 	0.00138 	0.00691 	0.03203 	0.03203 	0.03203 	0.03203 	0.04145 	: 
MIO_T,GHG,CRF_1A5,SK	0.05477 	0.06686 	0.0681 	0.05563 	0.06834 	0.05657 	0.08823 	0.11496 	0.07851 	0.08838 	0.10169 	0.08842 	0.13013 	0.13231 	0.15597 	0.18585 	0.19544 	0.21851 	0.22037 	0.19774 	0.25838 	0.30448 	0.3571 	0.41456 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1A5,UK	2.3073 	2.54348 	2.77438 	2.91836 	3.00562 	3.28082 	3.78289 	3.49248 	2.86592 	3.08181 	3.19258 	3.08618 	2.94988 	2.94405 	3.17972 	3.22476 	3.6651 	3.84136 	3.92341 	3.99785 	4.18062 	4.12557 	4.33304 	5.33579 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,AT	1.99628 	2.09455 	2.1913 	2.07102 	1.91335 	2.20485 	2.19856 	2.07031 	1.98031 	1.74286 	1.46822 	1.55693 	1.66865 	1.71323 	1.55847 	1.59537 	1.54214 	1.48242 	1.34195 	1.19863 	1.15246 	1.08917 	1.00459 	0.89554 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,BE	4.00838 	4.08957 	4.43539 	4.17558 	3.95214 	4.33803 	4.02321 	3.72381 	3.57572 	3.76134 	3.86094 	3.54144 	4.25301 	4.70101 	4.62995 	4.10764 	3.63854 	3.37542 	2.91669 	2.54801 	2.58761 	2.61383 	2.62947 	3.12961 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,BG	0.4806 	0.49301 	0.51161 	0.50541 	0.4589 	0.63874 	0.54882 	0.54413 	0.56901 	0.46329 	0.4806 	0.37518 	0.31317 	0.24185 	0.21085 	0.39068 	0.4434 	0.59887 	0.91248 	0.91913 	1.13351 	0.8456 	0.47086 	0.71935 	1.18734 	1.11246 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,CY	0.71934 	0.81019 	0.90084 	0.82507 	0.80633 	0.87407 	0.88009 	0.92181 	0.89321 	0.90646 	0.99652 	0.93014 	0.96788 	0.82438 	0.81344 	0.79568 	0.75513 	0.76898 	0.80357 	0.73157 	0.71376 	0.84478 	0.87374 	0.73084 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,CZ	0.86043 	0.89182 	0.95708 	0.96541 	1.03034 	1.12818 	1.06463 	1.01466 	0.97894 	0.94205 	0.73297 	0.54498 	0.63108 	0.59383 	0.54234 	0.57628 	0.48742 	0.42303 	0.56283 	0.51976 	0.41767 	0.5024 	0.43414 	0.52822 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,DE	25.65361 	25.20909 	23.42508 	24.38157 	24.6302 	25.35896 	25.05479 	24.1099 	22.90207 	20.96798 	19.1581 	18.80204 	18.91792 	19.34672 	18.22451 	16.91453 	16.37714 	15.87262 	15.13057 	14.59357 	13.96161 	13.00264 	11.86047 	11.98247 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,DK	2.49869 	2.52181 	2.50009 	2.42912 	2.32719 	2.6626 	2.65459 	2.58306 	2.56363 	2.43147 	2.13784 	2.0557 	2.38779 	2.34536 	2.28838 	2.15841 	1.99264 	1.93848 	1.83443 	1.78902 	1.62759 	1.65307 	1.601 	1.7384 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,EE	0.08914 	0.11534 	0.1045 	0.1146 	0.10189 	0.08621 	0.15507 	0.09847 	0.14806 	0.08998 	0.05604 	0.0564 	0.04909 	0.06545 	0.06743 	0.04763 	0.06808 	0.04835 	0.05439 	0.04532 	0.05438 	0.03626 	0.10877 	0.10877 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,EL	2.49409 	2.53811 	2.29003 	2.10489 	2.63104 	3.0589 	2.94166 	2.87823 	2.39965 	3.12516 	3.04015 	2.3357 	2.33565 	2.51318 	2.86485 	2.55112 	2.43069 	2.51303 	2.62393 	2.79821 	2.35776 	2.21516 	2.1232 	2.46224 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,ES	13.31022 	13.63459 	14.11682 	12.8197 	12.38062 	13.39887 	13.32685 	12.62766 	12.03477 	11.34189 	10.326 	9.75648 	10.2042 	10.18089 	9.44523 	9.12879 	8.25244 	7.76665 	7.28801 	6.65947 	6.36447 	6.22695 	5.57793 	5.62473 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,EU15	128.20182 	128.29729 	129.91386 	125.89822 	126.07034 	135.97364 	135.72999 	131.52764 	126.07553 	119.71642 	111.11994 	107.14429 	109.7452 	111.43057 	105.34361 	97.23436 	90.01184 	85.77486 	81.14284 	76.62114 	73.17553 	68.97315 	63.52141 	64.20707 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,EU28	134.24669 	134.36 	136.26303 	132.22937 	132.15314 	142.83704 	142.07202 	137.66005 	131.73316 	124.94104 	116.00196 	111.49205 	114.28738 	115.85981 	109.62253 	101.64148 	94.40371 	90.22776 	86.25585 	81.44826 	78.14886 	73.85206 	68.15658 	69.51403 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,FI	1.96922 	1.91303 	1.98198 	1.67495 	1.59041 	1.81532 	1.67675 	1.45288 	1.3067 	1.29881 	1.12762 	1.09143 	1.10427 	1.0774 	1.10836 	1.03549 	1.01065 	0.97276 	0.90854 	0.84002 	0.79792 	0.84906 	0.96049 	1.02071 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,FR	16.1885 	16.32598 	16.76066 	16.14989 	16.07246 	17.5149 	17.41214 	16.74304 	15.86644 	15.63519 	14.62248 	14.53306 	14.45497 	14.45904 	13.90544 	12.59371 	11.66477 	11.37935 	10.74493 	10.6414 	10.23908 	9.85878 	8.46716 	8.74608 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_1D1A,HR	0.29206 	0.26303 	0.25583 	0.24553 	0.23028 	0.26916 	0.24053 	0.23297 	0.22924 	0.18996 	0.16367 	0.16522 	0.1718 	0.17172 	0.20029 	0.20966 	0.19277 	0.17843 	0.18931 	0.19075 	0.14108 	0.0574 	0.06913 	0.34799 	: 	: 	: 	: 	: 
